"","Year","Points.x","From","To","Jury","Draw","Artist","Song","Language","Place","Points.y","Type","track.album.name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.duration_ms","track.name","key_name","mode_name","track.album.release_date","repeat_artist","NPoints","NPoints.tot"
"11",2010,3,"Albania","Serbia","J",7,"milan stankovic","""Ovo je Balkan"" (Oво je Балкан)","Serbian",5,79,"sf1","Eurovision Song Contest Oslo 2010",0.806,0.881,7,-2.031,0,0.0613,0.138,2.73e-05,0.108,0.967,105.024,185333,"Ovo je Balkan (This Is The Balkans) - Serbia","G","minor","2010",0,3,79
"12",2010,3,"Albania","Serbia","J",8,"milan stankovic","""Ovo je Balkan"" (Oво je Балкан)","Serbian",13,72,"f","Eurovision Song Contest Oslo 2010",0.806,0.881,7,-2.031,0,0.0613,0.138,2.73e-05,0.108,0.967,105.024,185333,"Ovo je Balkan (This Is The Balkans) - Serbia","G","minor","2010",0,3,72
"13",2010,7,"Albania","Spain","J",2,"daniel diges","""Algo pequeñito""","Spanish",15,68,"f","Algo pequeñito (Eurovision)",0.372,0.618,2,-5.069,0,0.083,0.725,0,0.27,0.709,176.714,179906,"Algo pequeñito","D","minor","2010-04-12",0,7,68
"14",2010,8,"Albania","Turkey","J",17,"manga","""We Could Be the Same""","English",1,118,"sf2","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,8,118
"15",2010,8,"Albania","Turkey","J",14,"manga","""We Could Be the Same""","English",2,170,"f","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,8,170
"16",2010,1,"Albania","United Kingdom","J",12,"josh dubovie","""That Sounds Good to Me""","English",25,10,"f","Eurovision Song Contest Oslo 2010",0.633,0.772,7,-5.558,1,0.0295,0.0903,0,0.0691,0.329,124.009,186093,"That Sounds Good To Me - United Kingdom","G","major","2010",0,1,10
"17",2010,5,"Armenia","Denmark","J",4,"chanee & n'evergreen","""In a Moment Like This""","English",5,101,"sf2","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,5,101
"18",2010,5,"Armenia","Denmark","J",25,"chanee & n'evergreen","""In a Moment Like This""","English",4,149,"f","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,5,149
"19",2010,6,"Armenia","France","J",18,"jessy matador","""Allez Ola Olé""","French",12,82,"f","Elektro Soukouss",0.642,0.934,11,-4.706,1,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,172745,"Allez Ola Olé","B","major","2010-06-14",0,6,82
"20",2010,12,"Armenia","Georgia","J",16,"sofia nizharadze","""Shine""","English",3,106,"sf2","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,12,106
"21",2010,12,"Armenia","Georgia","J",13,"sofia nizharadze","""Shine""","English",9,136,"f","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,12,136
"22",2010,3,"Armenia","Greece","J",13,"giorgos alkaios & friends","""OPA"" (ΩΠΑ)","Greek1",2,133,"sf1","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,3,133
"23",2010,3,"Armenia","Greece","J",11,"giorgos alkaios & friends","""OPA!"" (ΩΠΑ)","Greek1",8,140,"f","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,3,140
"24",2010,2,"Armenia","Norway","J",3,"didrik solli-tangen","""My Heart Is Yours""","English",20,35,"f","My Heart Is Yours",0.283,0.242,9,-5.376,1,0.0328,0.826,2.67e-05,0.134,0.22,132.833,185546,"My Heart Is Yours","A","major","2010-01-20",0,2,35
"25",2010,4,"Armenia","Portugal","J",14,"filipa azevedo","""Há dias assim""","Portuguese",4,89,"sf1","Eurovision Song Contest Oslo 2010",0.532,0.465,6,-6.412,1,0.0301,0.651,0,0.0556,0.252,131.973,178000,"Há Dias Assim - Portugal","F#","major","2010",0,4,89
"26",2010,4,"Armenia","Portugal","J",23,"filipa azevedo","""Há dias assim""","Portuguese",18,43,"f","Eurovision Song Contest Oslo 2010",0.532,0.465,6,-6.412,1,0.0301,0.651,0,0.0556,0.252,131.973,178000,"Há Dias Assim - Portugal","F#","major","2010",0,4,43
"27",2010,1,"Armenia","Romania","J",10,"paula seling &  ovi","""Playing with Fire""","English",4,104,"sf2","Lyden av sommer 1",0.66,0.822,7,-2.683,1,0.0409,0.0209,6.08e-06,0.0558,0.962,122.054,182950,"Playing With Fire","G","major","2012-05-16",0,1,104
"28",2010,1,"Armenia","Romania","J",19,"paula seling & ovi","""Playing with Fire""","English",3,162,"f","Miracle (Eurovision Song Contest 2014)",0.554,0.868,9,-3.875,1,0.0378,0.0184,0,0.18,0.346,135.076,183146,"Miracle (Eurovision Song Contest 2014)","A","major","2014-02-28",0,1,162
"29",2010,10,"Armenia","Russia","J",2,"peter nalitch & friends","""Lost and Forgotten""","English",7,74,"sf1","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,10,74
"30",2010,10,"Armenia","Russia","J",20,"peter nalitch & friends","""Lost and Forgotten""","English",11,90,"f","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,10,90
"31",2010,7,"Armenia","Spain","J",2,"daniel diges","""Algo pequeñito""","Spanish",15,68,"f","Algo pequeñito (Eurovision)",0.372,0.618,2,-5.069,0,0.083,0.725,0,0.27,0.709,176.714,179906,"Algo pequeñito","D","minor","2010-04-12",0,7,68
"32",2010,8,"Armenia","Ukraine","J",8,"alyosha","""Sweet People""","English",7,77,"sf2","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,8,77
"33",2010,8,"Armenia","Ukraine","J",17,"alyosha","""Sweet People""","English",10,108,"f","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,8,108
"34",2010,4,"Azerbaijan","Denmark","J",4,"chanee & n'evergreen","""In a Moment Like This""","English",5,101,"sf2","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,4,101
"35",2010,4,"Azerbaijan","Denmark","J",25,"chanee & n'evergreen","""In a Moment Like This""","English",4,149,"f","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,4,149
"36",2010,8,"Azerbaijan","Georgia","J",16,"sofia nizharadze","""Shine""","English",3,106,"sf2","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,8,106
"37",2010,8,"Azerbaijan","Georgia","J",13,"sofia nizharadze","""Shine""","English",9,136,"f","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,8,136
"38",2010,5,"Azerbaijan","Israel","J",3,"harel skaat","""Milim"" (מילים)","Hebrew",8,71,"sf2","Osef Haasor",0.391,0.512,8,-6.321,0,0.0301,0.601,0,0.194,0.2,114.807,189613,"Milim","G#","minor","2017-03-29",0,5,71
"39",2010,5,"Azerbaijan","Israel","J",24,"harel skaat","""Milim"" (מילים)","Hebrew",14,71,"f","Osef Haasor",0.391,0.512,8,-6.321,0,0.0301,0.601,0,0.194,0.2,114.807,189613,"Milim","G#","minor","2017-03-29",0,5,71
"40",2010,6,"Azerbaijan","Moldova","J",1,"sunstroke project & olia tira","""Run Away""","English",10,52,"sf1","Run Away",0.66,0.931,3,-3.038,0,0.0764,0.0103,0,0.181,0.362,129.981,177539,"Run Away - Radio Edit","D#","minor","2016-10-09",0,6,52
"41",2010,6,"Azerbaijan","Moldova","J",4,"sunstroke project & olia tira","""Run Away""","English",22,27,"f","Run Away",0.66,0.931,3,-3.038,0,0.0764,0.0103,0,0.181,0.362,129.981,177539,"Run Away - Radio Edit","D#","minor","2016-10-09",0,6,27
"42",2010,7,"Azerbaijan","Romania","J",10,"paula seling &  ovi","""Playing with Fire""","English",4,104,"sf2","Lyden av sommer 1",0.66,0.822,7,-2.683,1,0.0409,0.0209,6.08e-06,0.0558,0.962,122.054,182950,"Playing With Fire","G","major","2012-05-16",0,7,104
"43",2010,7,"Azerbaijan","Romania","J",19,"paula seling & ovi","""Playing with Fire""","English",3,162,"f","Miracle (Eurovision Song Contest 2014)",0.554,0.868,9,-3.875,1,0.0378,0.0184,0,0.18,0.346,135.076,183146,"Miracle (Eurovision Song Contest 2014)","A","major","2014-02-28",0,7,162
"44",2010,3,"Azerbaijan","Russia","J",2,"peter nalitch & friends","""Lost and Forgotten""","English",7,74,"sf1","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,3,74
"45",2010,3,"Azerbaijan","Russia","J",20,"peter nalitch & friends","""Lost and Forgotten""","English",11,90,"f","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,3,90
"46",2010,12,"Azerbaijan","Turkey","J",17,"manga","""We Could Be the Same""","English",1,118,"sf2","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,12,118
"47",2010,12,"Azerbaijan","Turkey","J",14,"manga","""We Could Be the Same""","English",2,170,"f","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,12,170
"48",2010,10,"Azerbaijan","Ukraine","J",8,"alyosha","""Sweet People""","English",7,77,"sf2","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,10,77
"49",2010,10,"Azerbaijan","Ukraine","J",17,"alyosha","""Sweet People""","English",10,108,"f","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,10,108
"50",2010,2,"Azerbaijan","United Kingdom","J",12,"josh dubovie","""That Sounds Good to Me""","English",25,10,"f","Eurovision Song Contest Oslo 2010",0.633,0.772,7,-5.558,1,0.0295,0.0903,0,0.0691,0.329,124.009,186093,"That Sounds Good To Me - United Kingdom","G","major","2010",0,2,10
"51",2010,5,"Belarus","Armenia","J",2,"eva rivas","""Apricot Stone""","English",6,83,"sf2","Eurovision Song Contest Oslo 2010",0.586,0.764,11,-5.577,0,0.0826,0.286,0,0.0773,0.378,100.93,182133,"Apricot Stone - Armenia","B","minor","2010",0,5,83
"52",2010,5,"Belarus","Armenia","J",21,"eva rivas","""Apricot Stone""","English",7,141,"f","Eurovision Song Contest Oslo 2010",0.586,0.764,11,-5.577,0,0.0826,0.286,0,0.0773,0.378,100.93,182133,"Apricot Stone - Armenia","B","minor","2010",0,5,141
"53",2010,6,"Belarus","Azerbaijan","J",7,"safura","""Drip Drop""","English",2,113,"sf2","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,6,113
"54",2010,6,"Belarus","Azerbaijan","J",1,"safura","""Drip Drop""","English",5,145,"f","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,6,145
"55",2010,7,"Belarus","Georgia","J",16,"sofia nizharadze","""Shine""","English",3,106,"sf2","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,7,106
"56",2010,7,"Belarus","Georgia","J",13,"sofia nizharadze","""Shine""","English",9,136,"f","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,7,136
"57",2010,2,"Belarus","Iceland","J",17,"hera bjork","""Je ne sais quoi""","English",3,123,"sf1","Je Ne Sais Quoi (Eurovision 2010) Orginal Version",0.529,0.878,3,-4.328,0,0.0668,0.0343,2.64e-06,0.172,0.285,132.033,180000,"Je Ne Sais Quoi (Eurovision 2010) Orginal Version","D#","minor","2010-07-30",0,2,123
"58",2010,2,"Belarus","Iceland","J",16,"hera bjork","""Je ne sais quoi""","English",19,41,"f","Je Ne Sais Quoi (Eurovision 2010) Orginal Version",0.529,0.878,3,-4.328,0,0.0668,0.0343,2.64e-06,0.172,0.285,132.033,180000,"Je Ne Sais Quoi (Eurovision 2010) Orginal Version","D#","minor","2010-07-30",0,2,41
"59",2010,8,"Belarus","Israel","J",3,"harel skaat","""Milim"" (מילים)","Hebrew",8,71,"sf2","Osef Haasor",0.391,0.512,8,-6.321,0,0.0301,0.601,0,0.194,0.2,114.807,189613,"Milim","G#","minor","2017-03-29",0,8,71
"60",2010,8,"Belarus","Israel","J",24,"harel skaat","""Milim"" (מילים)","Hebrew",14,71,"f","Osef Haasor",0.391,0.512,8,-6.321,0,0.0301,0.601,0,0.194,0.2,114.807,189613,"Milim","G#","minor","2017-03-29",0,8,71
"61",2010,4,"Belarus","Moldova","J",1,"sunstroke project & olia tira","""Run Away""","English",10,52,"sf1","Run Away",0.66,0.931,3,-3.038,0,0.0764,0.0103,0,0.181,0.362,129.981,177539,"Run Away - Radio Edit","D#","minor","2016-10-09",0,4,52
"62",2010,4,"Belarus","Moldova","J",4,"sunstroke project & olia tira","""Run Away""","English",22,27,"f","Run Away",0.66,0.931,3,-3.038,0,0.0764,0.0103,0,0.181,0.362,129.981,177539,"Run Away - Radio Edit","D#","minor","2016-10-09",0,4,27
"63",2010,1,"Belarus","Romania","J",10,"paula seling &  ovi","""Playing with Fire""","English",4,104,"sf2","Lyden av sommer 1",0.66,0.822,7,-2.683,1,0.0409,0.0209,6.08e-06,0.0558,0.962,122.054,182950,"Playing With Fire","G","major","2012-05-16",0,1,104
"64",2010,1,"Belarus","Romania","J",19,"paula seling & ovi","""Playing with Fire""","English",3,162,"f","Miracle (Eurovision Song Contest 2014)",0.554,0.868,9,-3.875,1,0.0378,0.0184,0,0.18,0.346,135.076,183146,"Miracle (Eurovision Song Contest 2014)","A","major","2014-02-28",0,1,162
"65",2010,12,"Belarus","Russia","J",2,"peter nalitch & friends","""Lost and Forgotten""","English",7,74,"sf1","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,12,74
"66",2010,12,"Belarus","Russia","J",20,"peter nalitch & friends","""Lost and Forgotten""","English",11,90,"f","Eurovision Song Contest Oslo 2010",0.41,0.48,0,-4.924,1,0.0298,0.29,0.00183,0.0658,0.225,98.343,173306,"Lost And Forgotten - Russia","C","major","2010",0,12,90
"67",2010,3,"Belarus","Turkey","J",17,"manga","""We Could Be the Same""","English",1,118,"sf2","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,3,118
"68",2010,3,"Belarus","Turkey","J",14,"manga","""We Could Be the Same""","English",2,170,"f","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,3,170
"69",2010,10,"Belarus","Ukraine","J",8,"alyosha","""Sweet People""","English",7,77,"sf2","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,10,77
"70",2010,10,"Belarus","Ukraine","J",17,"alyosha","""Sweet People""","English",10,108,"f","Sweet People",0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088,"Sweet People","E","minor","2017-01-25",0,10,108
"71",2010,3,"Belgium","Albania","J",12,"juliana pasha","""It's All About You""","English",6,76,"sf1","Eurovision Song Contest Oslo 2010",0.593,0.802,1,-5.438,1,0.0312,0.0177,0,0.243,0.723,137.036,185093,"It's All About You - Albania","C#","major","2010",0,3,76
"72",2010,3,"Belgium","Albania","J",15,"juliana pasha","""It's All About You""","English",16,62,"f","Eurovision Song Contest Oslo 2010",0.593,0.802,1,-5.438,1,0.0312,0.0177,0,0.243,0.723,137.036,185093,"It's All About You - Albania","C#","major","2010",0,3,62
"73",2010,7,"Belgium","Armenia","J",2,"eva rivas","""Apricot Stone""","English",6,83,"sf2","Eurovision Song Contest Oslo 2010",0.586,0.764,11,-5.577,0,0.0826,0.286,0,0.0773,0.378,100.93,182133,"Apricot Stone - Armenia","B","minor","2010",0,7,83
"74",2010,7,"Belgium","Armenia","J",21,"eva rivas","""Apricot Stone""","English",7,141,"f","Eurovision Song Contest Oslo 2010",0.586,0.764,11,-5.577,0,0.0826,0.286,0,0.0773,0.378,100.93,182133,"Apricot Stone - Armenia","B","minor","2010",0,7,141
"75",2010,5,"Belgium","Azerbaijan","J",7,"safura","""Drip Drop""","English",2,113,"sf2","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,5,113
"76",2010,5,"Belgium","Azerbaijan","J",1,"safura","""Drip Drop""","English",5,145,"f","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,5,145
"77",2010,2,"Belgium","Denmark","J",4,"chanee & n'evergreen","""In a Moment Like This""","English",5,101,"sf2","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,2,101
"78",2010,2,"Belgium","Denmark","J",25,"chanee & n'evergreen","""In a Moment Like This""","English",4,149,"f","In A Moment Like This",0.659,0.767,6,-5.306,1,0.0279,0.277,0,0.0985,0.393,95.036,183373,"In A Moment Like This","F#","major","2010-05-14",0,2,149
"79",2010,4,"Belgium","Georgia","J",16,"sofia nizharadze","""Shine""","English",3,106,"sf2","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,4,106
"80",2010,4,"Belgium","Georgia","J",13,"sofia nizharadze","""Shine""","English",9,136,"f","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,4,136
"81",2010,12,"Belgium","Greece","J",13,"giorgos alkaios & friends","""OPA"" (ΩΠΑ)","Greek1",2,133,"sf1","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,12,133
"82",2010,12,"Belgium","Greece","J",11,"giorgos alkaios & friends","""OPA!"" (ΩΠΑ)","Greek1",8,140,"f","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,12,140
"83",2010,8,"Belgium","Iceland","J",17,"hera bjork","""Je ne sais quoi""","English",3,123,"sf1","Je Ne Sais Quoi (Eurovision 2010) Orginal Version",0.529,0.878,3,-4.328,0,0.0668,0.0343,2.64e-06,0.172,0.285,132.033,180000,"Je Ne Sais Quoi (Eurovision 2010) Orginal Version","D#","minor","2010-07-30",0,8,123
"84",2010,8,"Belgium","Iceland","J",16,"hera bjork","""Je ne sais quoi""","English",19,41,"f","Je Ne Sais Quoi (Eurovision 2010) Orginal Version",0.529,0.878,3,-4.328,0,0.0668,0.0343,2.64e-06,0.172,0.285,132.033,180000,"Je Ne Sais Quoi (Eurovision 2010) Orginal Version","D#","minor","2010-07-30",0,8,41
"85",2010,1,"Belgium","Spain","J",2,"daniel diges","""Algo pequeñito""","Spanish",15,68,"f","Algo pequeñito (Eurovision)",0.372,0.618,2,-5.069,0,0.083,0.725,0,0.27,0.709,176.714,179906,"Algo pequeñito","D","minor","2010-04-12",0,1,68
"86",2010,6,"Belgium","Turkey","J",17,"manga","""We Could Be the Same""","English",1,118,"sf2","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,6,118
"87",2010,6,"Belgium","Turkey","J",14,"manga","""We Could Be the Same""","English",2,170,"f","Eurovision Song Contest Oslo 2010",0.67,0.894,2,-4.025,0,0.0414,0.0364,0,0.0452,0.69,133.011,183093,"We Could Be The Same - Turkey","D","minor","2010",0,6,170
"88",2010,5,"Bosnia and Herzegovina","Albania","J",12,"juliana pasha","""It's All About You""","English",6,76,"sf1","Eurovision Song Contest Oslo 2010",0.593,0.802,1,-5.438,1,0.0312,0.0177,0,0.243,0.723,137.036,185093,"It's All About You - Albania","C#","major","2010",0,5,76
"89",2010,5,"Bosnia and Herzegovina","Albania","J",15,"juliana pasha","""It's All About You""","English",16,62,"f","Eurovision Song Contest Oslo 2010",0.593,0.802,1,-5.438,1,0.0312,0.0177,0,0.243,0.723,137.036,185093,"It's All About You - Albania","C#","major","2010",0,5,62
"90",2010,7,"Bosnia and Herzegovina","Azerbaijan","J",7,"safura","""Drip Drop""","English",2,113,"sf2","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,7,113
"91",2010,7,"Bosnia and Herzegovina","Azerbaijan","J",1,"safura","""Drip Drop""","English",5,145,"f","Drip Drop",0.468,0.657,6,-4.338,1,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493,"Drip Drop","F#","major","2010-05-28",0,7,145
"92",2010,3,"Bosnia and Herzegovina","France","J",18,"jessy matador","""Allez Ola Olé""","French",12,82,"f","Elektro Soukouss",0.642,0.934,11,-4.706,1,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,172745,"Allez Ola Olé","B","major","2010-06-14",0,3,82
"93",2010,4,"Bosnia and Herzegovina","Georgia","J",16,"sofia nizharadze","""Shine""","English",3,106,"sf2","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,4,106
"94",2010,4,"Bosnia and Herzegovina","Georgia","J",13,"sofia nizharadze","""Shine""","English",9,136,"f","We Are All",0.455,0.493,2,-6.698,1,0.0303,0.165,0,0.313,0.173,125.816,245828,"Shine","D","major","2014-03-05",0,4,136
"95",2010,6,"Bosnia and Herzegovina","Greece","J",13,"giorgos alkaios & friends","""OPA"" (ΩΠΑ)","Greek1",2,133,"sf1","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,6,133
"96",2010,6,"Bosnia and Herzegovina","Greece","J",11,"giorgos alkaios & friends","""OPA!"" (ΩΠΑ)","Greek1",8,140,"f","Dos Mou Ligo Fos",0.754,0.85,1,-5.794,1,0.0667,0.112,2.53e-06,0.307,0.541,121.035,182066,"Opa","C#","major","2010-07-29",0,6,140
"97",2010,1,"Bosnia and Herzegovina","Israel","J",3,"harel skaat","""Milim"" (מילים)","Hebrew",8,71,"sf2","Osef Haasor",0.391,0.512,8,-6.321,0,0.0301,0.601,0,0.194,0.2,114.807,189613,"Milim","G#","minor","2017-03-29",0,1,71
